,Use_Case_ID,Department_Code,Agency,Office,Title,Summary,Development_Stage,Techniques,Source_Code,Department,embedding,cluster,keywords
682,VA-0012-2023,VA,,,Machine learning tools to predict outcomes of hospitalized VA patients,"This is an IRB-approved study which aims to examine machine learning approaches to predict health outcomes of VA patients.  It will focus on the prediction of Alzheimer's disease, rehospitalization, and Chlostridioides difficile infection.",,,,Department of Veterans Affairs,"[ 0.0271601  -0.02962017  0.05993611 ... -0.00077848  0.00493876
  0.01377884]",4,"[('alzheimer', 0.406), ('prediction', 0.3205), ('learning', 0.313), ('disease', 0.2969), ('outcomes', 0.2943)]"
683,VA-0013-2023,VA,,,Nediser reports QA,"Nediser is a continuously trained artificial intelligence “radiology resident” that assists radiologists in confirming the X-ray properties in their radiology reports.  Nediser can select normal templates, detect hardware, evaluate patella alignment and leg length and angle discrepancy, and measure Cobb angles.",,,,Department of Veterans Affairs,"[ 0.00155542  0.02338897  0.03163319 ... -0.00106815 -0.02782601
  0.00097192]",0,"[('nediser', 0.5657), ('radiology', 0.4733), ('radiologists', 0.4547), ('ray', 0.3166), ('trained', 0.2728)]"
684,VA-0014-2023,VA,,,Precision medicine PTSD and suicidality diagnostic and predictive tool,"This model interprets various real time inputs in a diagnostic and predictive capacity in order to forewarn episodes of PTSD and suicidality, support early and accurate diagnosis of the same, and gain a better understanding of the short and long term effects of stress, especially in extreme situations, as it relates to the onset of PTSD.",,,,Department of Veterans Affairs,"[-0.01402676 -0.00171668  0.01613344 ...  0.03178687 -0.02944019
  0.00230168]",4,"[('ptsd', 0.605), ('stress', 0.4727), ('suicidality', 0.4262), ('forewarn', 0.2786), ('predictive', 0.2751)]"
685,VA-0015-2023,VA,,,Prediction of Veterans' Suicidal Ideation following Transition from Military Service,Machine learning is used to identify predictors of veterans' suicidal ideation. The relevant data come from a web-based survey of veterans’ experiences within three months of separation and every six months after for the first three years after leaving military service.,,,,Department of Veterans Affairs,"[-0.0151073   0.02313742  0.08813369 ...  0.02944762 -0.06410146
 -0.00988947]",4,"[('veterans', 0.4358), ('suicidal', 0.4252), ('military', 0.2735), ('predictors', 0.271), ('learning', 0.2652)]"
686,VA-0016-2023,VA,,,PredictMod,PredictMod uses artificial intelligence to determine if predictions can be made about diabetes based on the gut microbiome.,,,,Department of Veterans Affairs,"[-0.00296585  0.00415348  0.00711287 ...  0.00142806 -0.02452715
  0.0040018 ]",4,"[('predictmod', 0.4971), ('microbiome', 0.4407), ('diabetes', 0.4263), ('predictions', 0.3008), ('gut', 0.2476)]"
687,VA-0017-2023,VA,,,Predictor profiles of OUD and overdose,Machine learning prediction models evaluate the interactions of known and novel risk factors for opioid use disorder (OUD) and overdose in Post-9/11 Veterans. Several machine learning classification-tree modeling approaches are used to develop predictor profiles of OUD and overdose. ,,,,Department of Veterans Affairs,"[-0.01181708 -0.01409859  0.04431989 ...  0.00243508 -0.015409
 -0.02362246]",4,"[('overdose', 0.4564), ('opioid', 0.4227), ('classification', 0.3029), ('predictor', 0.2937), ('models', 0.2792)]"
688,VA-0018-2023,VA,,,Provider directory data accuracy and system of record alignment,"AI is used to add value as a transactor for intelligent identity resolution and linking.  AI also has a domain cache function that can be used for both Clinical Decision Support and for intelligent state reconstruction over time and real-time discrepancy detection.  As a synchronizer, AI can perform intelligent propagation and semi-automated discrepancy resolution.  AI adapters can be used for inference via OWL and logic programming.  Lastly, AI has long term storage (“black box flight recorder”) for virtually limitless machine learning and BI applications.",,,,Department of Veterans Affairs,"[-0.00454533 -0.0106945   0.0484309  ... -0.00253888 -0.00159974
  0.03893928]",3,"[('ai', 0.5116), ('automated', 0.3816), ('synchronizer', 0.3585), ('logic', 0.3029), ('recorder', 0.2983)]"
689,VA-0019-2023,VA,,,Seizure detection from EEG and video,Machine learning algorithms use EEG and video data from a VHA epilepsy monitoring unit in order to automatically identify seizures without human intervention.,,,,Department of Veterans Affairs,"[-0.03512633 -0.00506805 -0.01040928 ...  0.0252691  -0.01886077
 -0.00464405]",0,"[('epilepsy', 0.4341), ('eeg', 0.4025), ('seizures', 0.4012), ('learning', 0.2897), ('data', 0.2626)]"
690,VA-0020-2023,VA,,,SoKat Suicidial Ideation Detection Engine,The SoKat Suicide Ideation Engine (SSIE) uses natural language processing (NLP) to improve identification of Veteran suicide ideation (SI) from survey data collected by the Office of Mental Health (OMH) Veteran Crisis Line (VCL) support team (VSignals).,,,,Department of Veterans Affairs,"[-0.00029204 -0.01505434  0.02045919 ...  0.05189787 -0.04117307
  0.00489903]",3,"[('ssie', 0.4797), ('nlp', 0.3956), ('suicide', 0.3454), ('vcl', 0.3445), ('mental', 0.2995)]"
691,VA-0021-2023,VA,,,Using machine learning to predict perfusionists’ critical decision-making during cardiac surgery,"A machine learning approach is used to build predictive models of perfusionists’ decision-making during critical situations that occur in the cardiopulmonary bypass phase of cardiac surgery. Results may inform future development of computerized clinical decision support tools to be embedded into the operating room, improving patient safety and surgical outcomes.",,,,Department of Veterans Affairs,"[-0.01867308 -0.01215441  0.03228653 ... -0.00848492  0.00376342
  0.0049438 ]",4,"[('perfusionists', 0.391), ('cardiopulmonary', 0.3426), ('predictive', 0.3124), ('models', 0.3028), ('outcomes', 0.3014)]"
692,VA-0022-2023,VA,,,Gait signatures in patients with peripheral artery disease,Machine learning is used to improve treatment of functional problems in patients with peripheral artery disease (PAD). Previously collected biomechanics data is used to identify representative gait signatures of PAD to 1) determine the gait signatures of patients with PAD and 2) the ability of limb acceleration measurements to identify and model the meaningful biomechanics measures from PAD data.,,,,Department of Veterans Affairs,"[ 0.00303598  0.02864658  0.04296987 ...  0.0014304  -0.00133242
  0.00963793]",4,"[('biomechanics', 0.428), ('gait', 0.3837), ('artery', 0.355), ('peripheral', 0.3547), ('limb', 0.3141)]"
693,VA-0023-2023,VA,,,Medication Safety (MedSafe) Clinical Decision Support (CDS),"Using VA electronic clinical data, the Medication Safety (MedSafe) Clinical Decision Support (CDS) system analyzes current clinical management for diabetes, hypertension, and chronic kidney disease, and makes patient-specific, evidence-based recommendations to primary care providers.  The system uses knowledge bases that encode clinical practice guideline recommendations and an automated execution engine to examine multiple comorbidities, laboratory test results, medications, and history of adverse drug events in evaluating patient clinical status and generating patient-specific recommendations",,,,Department of Veterans Affairs,"[ 0.00813354 -0.02142675  0.03280509 ...  0.03704118 -0.00505807
  0.0077518 ]",4,"[('medsafe', 0.3601), ('clinical', 0.3364), ('comorbidities', 0.3043), ('diabetes', 0.3034), ('medications', 0.2878)]"
694,VA-0024-2023,VA,,,"Prediction of health outcomes, including suicide death, opioid overdose, and decompensated outcomes of chronic diseases.","Using electronic health records (EHR) (both structured and unstructured data) as  inputs, this tool outputs deep phenotypes and predictions of health outcomes including suicide death, opioid overdose, and decompensated outcomes of chronic diseases.",,,,Department of Veterans Affairs,"[ 0.00616139 -0.00716469  0.0379626  ...  0.04140937 -0.01811359
 -0.00641146]",4,"[('ehr', 0.357), ('health', 0.3532), ('data', 0.3386), ('outcomes', 0.2932), ('records', 0.2779)]"
695,VA-0025-2023,VA,,,VA-DoE Suicide Exemplar Project,The VA-DoE Suicide Exemplar project is currently utilizing artificial intelligence to improve VA's ability to identify Veterans at risk for suicide through three closely related projects that all involve collaborations with the Department of Energy.,,,,Department of Veterans Affairs,"[-0.00783945 -0.03226819  0.04716315 ...  0.01928252 -0.02106536
  0.01100052]",4,"[('va', 0.396), ('exemplar', 0.3793), ('veterans', 0.3764), ('suicide', 0.3124), ('projects', 0.2857)]"
696,VA-0026-2023,VA,,,Machine learning models to predict disease progression among veterans with hepatitis C virus,A machine learning model is used to predict disease progression among veterans with hepatitis C virus.,,,,Department of Veterans Affairs,"[-0.01240382 -0.00927989  0.01371311 ...  0.02331458 -0.0512691
  0.00072643]",4,"[('hepatitis', 0.4671), ('veterans', 0.3539), ('disease', 0.2566), ('predict', 0.2254), ('virus', 0.2121)]"
697,VA-0027-2023,VA,,,Prediction of biologic response to thiopurines,"Using CPRS and CDW data, artificial intelligence is used to predict biologic response to thiopurines among Veterans with irritable bowel disease.",,,,Department of Veterans Affairs,"[ 0.00120721 -0.01023662  0.02768361 ... -0.00438806 -0.01056556
 -0.00509528]",4,"[('thiopurines', 0.4275), ('bowel', 0.3125), ('biologic', 0.303), ('disease', 0.2297), ('intelligence', 0.2287)]"
698,VA-0028-2023,VA,,,Predicting hospitalization and corticosteroid use as a surrogate for IBD flares,"This work examines data from 20,368 Veterans Health Administration (VHA) patients with an irritable bowel disease (IBD) diagnosis between 2002 and 2009. Longitudinal labs and associated predictors were used in random forest models to predict hospitalizations and steroid usage as a surrogate for IBD Flares.",,,,Department of Veterans Affairs,"[-0.02935244  0.00392241  0.05948632 ... -0.01301568 -0.02683722
 -0.00940768]",4,"[('bowel', 0.4126), ('ibd', 0.3679), ('health', 0.256), ('disease', 0.2541), ('predictors', 0.2513)]"
699,VA-0029-2023,VA,,,Predicting corticosteroid free endoscopic remission with Vedolizumab in ulcerative colitis,This work uses random forest modeling on a cohort of 594 patients with Vedolizumab to predict the outcome of corticosteroid-free biologic remission at week 52 on the testing cohort. Models were constructed using baseline data or data through week 6 of VDZ therapy.,,,,Department of Veterans Affairs,"[ 0.00591113  0.00443182  0.02303449 ...  0.02370552 -0.02093601
 -0.00130926]",4,"[('vedolizumab', 0.3733), ('biologic', 0.3411), ('corticosteroid', 0.3032), ('remission', 0.2292), ('vdz', 0.204)]"
700,VA-0030-2023,VA,,,Use of machine learning to predict surgery in Crohn’s disease,"Machine learning analyzes patient demographics, medication use, and longitudinal laboratory values collected between 2001 and 2015 from adult patients in the Veterans Integrated Service Networks (VISN) 10 cohort. The data was used for analysis in prediction of Crohn’s disease and to model future surgical outcomes within 1 year.",,,,Department of Veterans Affairs,"[-0.03741667 -0.00561631  0.05655655 ...  0.00207518 -0.01045839
 -0.02590483]",4,"[('crohn', 0.4177), ('veterans', 0.3513), ('patients', 0.3305), ('patient', 0.2468), ('cohort', 0.2458)]"
